year,month,day,flow_cfs,Source
2016,11,19,80.400,observed_flow_12sites_cfs.csv
2016,11,20,75.000,observed_flow_12sites_cfs.csv
2016,11,21,72.600,observed_flow_12sites_cfs.csv
2016,11,22,70.300,observed_flow_12sites_cfs.csv
2016,11,23,75.000,observed_flow_12sites_cfs.csv
2016,11,24,88.000,observed_flow_12sites_cfs.csv
2016,11,25,86.100,observed_flow_12sites_cfs.csv
2016,11,26,72.600,observed_flow_12sites_cfs.csv
2016,11,27,72.600,observed_flow_12sites_cfs.csv
2016,11,28,75.000,observed_flow_12sites_cfs.csv
2016,11,29,77.700,observed_flow_12sites_cfs.csv
2016,11,30,77.700,observed_flow_12sites_cfs.csv
2016,12,1,70.300,observed_flow_12sites_cfs.csv
2016,12,2,68.000,observed_flow_12sites_cfs.csv
2016,12,3,59.600,observed_flow_12sites_cfs.csv
2016,12,4,111.000,observed_flow_12sites_cfs.csv
2016,12,5,120.000,observed_flow_12sites_cfs.csv
2016,12,6,125.000,observed_flow_12sites_cfs.csv
2016,12,7,125.000,observed_flow_12sites_cfs.csv
2016,12,8,111.000,observed_flow_12sites_cfs.csv
2016,12,9,106.000,observed_flow_12sites_cfs.csv
2016,12,10,101.000,observed_flow_12sites_cfs.csv
2016,12,11,100.000,observed_flow_12sites_cfs.csv
2016,12,12,100.000,observed_flow_12sites_cfs.csv
2016,12,13,100.000,observed_flow_12sites_cfs.csv
2016,12,14,97.700,observed_flow_12sites_cfs.csv
2016,12,15,95.700,observed_flow_12sites_cfs.csv
2016,12,16,95.700,observed_flow_12sites_cfs.csv
2016,12,17,93.700,observed_flow_12sites_cfs.csv
2016,12,18,75.000,observed_flow_12sites_cfs.csv
2016,12,19,91.800,observed_flow_12sites_cfs.csv
2016,12,20,86.100,observed_flow_12sites_cfs.csv
2016,12,21,86.100,observed_flow_12sites_cfs.csv
2016,12,22,89.800,observed_flow_12sites_cfs.csv
2016,12,23,86.000,observed_flow_12sites_cfs.csv
2016,12,24,86.000,observed_flow_12sites_cfs.csv
2016,12,25,85.900,observed_flow_12sites_cfs.csv
2016,12,26,85.900,observed_flow_12sites_cfs.csv
2016,12,27,82.900,observed_flow_12sites_cfs.csv
2016,12,28,80.100,observed_flow_12sites_cfs.csv
2016,12,29,77.300,observed_flow_12sites_cfs.csv
2016,12,30,77.300,observed_flow_12sites_cfs.csv
2016,12,31,72.200,observed_flow_12sites_cfs.csv
2017,1,1,72.200,observed_flow_12sites_cfs.csv
2017,1,2,72.100,observed_flow_12sites_cfs.csv
2017,1,3,93.100,observed_flow_12sites_cfs.csv
2017,1,4,91.200,observed_flow_12sites_cfs.csv
